phi1,phi2,phi3,phi4,phi5,phi6,phi7,label
1481580.564201205,990814254059.6323,21414903172240.715,4270929428009.9487,6.514544510208427e+24,5.827513884880366e+17,4.032239902859942e+25,3
1216890.1644553072,594823229061.6989,7630139892674.367,2249878453265.355,9.320584895805795e+24,1.6167701721575987e+18,1.5708280023886e+23,2
598257.8769639954,68545359131.129135,1930085623480.98,11434510096.985367,8.737861889285764e+20,1546660544619920.2,1.4567264921558204e+21,4
3503558.530115668,87659034430.64171,8493515297327.754,883938018032.2864,-2.31308818133458e+24,-2.045613501229909e+17,-7.18171063819963e+23,0
1207399.5322751324,406868968060.82996,570862831466.1602,733802337995.353,-4.599703396526211e+23,3.849119357204471e+17,-1.1828312976432313e+23,3
948904.9894710348,154250947279.84857,5204745106050.47,13408107428.437866,-3.381098978015909e+21,-2849496589818023.0,1.0554961904781151e+21,9
1251769.4680724589,181923260551.31528,16385752860658.229,808269533651.9305,2.934821111325557e+24,1.920316929077291e+17,-1.9797460645684484e+23,9
1740304.80872,824130757751.0035,21241751495824.316,295532524530.2369,-7.132652292652164e+23,-1.942190718755331e+17,1.988403207209124e+23,8
1247772.9054092325,86776058842.39102,32003298507138.27,1681693514597.1367,9.803330320667714e+24,4.395848237151212e+17,7.490123326058538e+24,4
601713.7422775757,327595814903.99927,1554920536.07186,1684554303.8236551,2.719619082267529e+18,897971570116110.5,1.91459846265859e+17,1
2034560.4657009607,1132404121230.1206,6068561722253.837,2558826632247.425,9.521793501995207e+23,2.7200994721508905e+18,-1.0038276331114921e+25,0
1444877.2301349977,354204572515.17664,20121068753646.45,4457180565657.206,3.825443964251174e+25,2.419359060022955e+18,-1.7840576066494255e+25,6
2054235.4363279995,1565865270842.5776,795457975547.4324,132661208888.40057,4.17149381446427e+22,-8.648121291042464e+16,-1.081771493825954e+22,0
971148.0341825476,189193894941.38916,15305409965966.354,572652300055.5071,-5.1387769812678325e+23,-1.7073461342617222e+17,1.6155916552248024e+24,9
999374.0981618946,365174537344.94214,13362801392966.732,6653340992292.692,6.121568058741501e+25,3.978426034969567e+18,-1.3722025788774865e+25,6
784390.9263198421,355852440207.77423,1195595213461.609,244491702705.49814,1.1514674327328187e+23,3.587751076601675e+16,-6.491989119312747e+22,8
1301268.1124221224,36307546974.98075,19935521215181.094,4349819782169.2056,1.8832024553640532e+25,7.298927230807334e+17,-3.5862249996933994e+25,6
558321.3793540215,280534129317.42285,20646279388.981438,2922253969.6473637,-3.4480156741770854e+18,-728922813288685.0,-2.243512196735537e+19,1
559335.9901165273,274802435407.85052,87456742379.46994,23979510961.061295,8.775995857334881e+20,6387478448884894.0,-6.60096360624774e+20,1
1059060.313163599,120246408915.54909,4146433413487.363,120148439164.67236,2.46294899102141e+22,8065043013066921.0,-8.114830480091815e+22,9
1549160.5777107715,490072245914.5483,14546245185324.344,1422511809970.6191,6.455986530540622e+24,1.5320294044691226e+17,4.378817833284454e+23,8
1222141.1651458591,57637752619.97998,10807238236065.889,77047954724.09956,6.942027905037729e+22,5961497697382209.0,1.1131475631379195e+22,9
1632382.3532172188,150354091103.92514,55009831195151.92,3355507701573.8667,2.680415396363899e+25,-8.461423292542062e+17,3.6876413130240135e+25,2
1378824.5141905642,593255157679.573,18969244360509.54,2690922488324.2847,-1.430598112469203e+25,-1.1272590319033649e+18,1.2843570959075627e+25,3
1326952.7177496827,891453313496.6562,2669886294032.08,1725025377655.0195,3.445330044135093e+24,1.0647595607795165e+18,-1.354513542452536e+24,5
1482297.917782844,916324857024.8771,1264164819434.559,86089140473.5573,2.783206813663362e+22,-1.9805026329904156e+16,-5.653186805755969e+21,5
1057069.6429813947,138279175549.42184,16731293055687.773,247164044325.56207,8.533006453990977e+22,-1.4828882727209892e+16,4.953272143930954e+23,9
912641.9661482499,136430212621.81161,847142257853.2554,286311064608.328,1.3451529233767522e+23,7.125664690241629e+16,-4.228622358118414e+22,4
1766400.5272952495,31825849561.807762,73534305691368.6,1492219396441.425,1.5619618008372589e+25,2.1703003646112586e+17,6.0320719595749746e+23,2
686782.2594268476,426136521722.9563,93461152259.00063,11215901000.333517,-2.400134031471647e+20,-5961349872172298.0,-2.725065306928413e+20,1
1047157.0528047031,141957854946.98682,11270524929066.459,991458642889.1416,2.8407949628464474e+24,3.333420229761087e+17,-1.7070652788936884e+24,9
569569.6657089741,98759170576.01642,3645813738987.297,103636008765.39616,2.2067931350175687e+22,-4378070567922142.0,5.975902969676696e+22,4
1519735.0372225463,651046628953.2198,750834812113.976,938804191040.9475,6.939130061684884e+23,-5.5994483610313363e+17,-3.738169523710589e+23,3
1132779.3629194575,136777691915.39255,12655988577704.95,1066493368178.8009,3.0865640690963775e+24,3.929065901112977e+17,-2.4135699396748535e+24,9
1177142.7611467289,195341697472.63483,23212242987494.613,4038153858906.3975,3.6640039461068816e+25,1.5272689525284641e+18,-1.3638489399433897e+25,6
2436774.999721625,1841663882576.9321,8264290663476.926,736427454887.1599,1.073490537060773e+24,9.365071768362573e+17,-1.465686814358476e+24,0
876509.8010748407,147281478054.3359,9009203598386.574,187282468909.8777,-1.1885863041785444e+23,-3.838045899061848e+16,-2.1225694350181217e+23,4
2249939.9078672244,1884909479426.0962,6825142690195.094,69367772616.93887,1.8944113772419797e+22,5582370943221456.0,4.380963993090663e+22,0
1054558.3675750208,229315920032.9852,12585761774001.354,3939950841782.1475,2.235050277340097e+25,1.8642007740350467e+18,-1.6438033918019068e+25,6
1920714.7985581926,556478273283.6038,230642198857.9018,2788749277050.8374,1.9904884748141648e+24,1.5538011163296195e+18,-1.0199148189442634e+24,0
746035.639370485,487848581631.5211,53994086858.79125,18374466481.153687,5.1047802126253844e+20,8186164591548970.0,-2.7270906790110403e+20,1
1824229.5961619017,20026104606.597748,72867471202515.11,1629801778378.7632,9.45737286178154e+24,-2.273725490248557e+17,1.503374759670317e+25,2
1482355.1936586117,944641752980.0864,14256952811456.64,2432460830411.759,8.661886301517761e+24,1.0747683684803875e+18,1.1409011649563167e+25,3
910523.3267075827,119406279030.09991,9342216741740.576,268870834556.43314,1.6956433811101195e+23,-3072241398578748.0,-3.9093909494423916e+23,4
698768.0762276786,236114465968.5152,10375151239822.537,4203240049164.0273,2.7016074010573684e+25,2.0384934254359442e+18,-6.37073634282924e+24,7
1320217.558026603,810808751607.2694,16361083447326.51,1103958634128.6333,-4.647467681536009e+24,-9.802341749902824e+17,-6.431170227801519e+23,8
806036.1408952923,75252545492.36966,10970933141105.525,3342954815298.3647,1.482648226229748e+25,8.820268332885437e+17,-1.3785318320589127e+25,9
2132864.0478067123,435486724720.5327,632074932646.5576,844393358955.0438,-2.8411591568576332e+23,3.109974251269227e+17,5.475586679787591e+23,0
602372.7397056296,319520259606.0808,52800357825.33589,33661267142.612667,1.4146873159140335e+21,1.825124415486136e+16,-1.118705873304055e+20,1
2135499.0464025955,266574776899.59012,94842968467427.22,159179445359.49075,-1.2788008684071302e+23,3.2417223967287064e+16,-6.051257813576324e+23,2
1951346.0122580647,1105999544077.1401,29760472656256.09,1890199424199.4038,-9.73996666557315e+24,-1.0224497128872579e+18,1.0301340365661896e+25,3
654576.5634564325,128174963955.11194,4150174010100.9004,147701662186.0186,-5.846041402408084e+22,-4.005998261455493e+16,9.977566451570891e+22,4
868926.8836161743,449807747095.92847,16270518271119.475,7959236833362.357,8.829720883981412e+25,5.331316987535456e+18,-2.0184507755121646e+25,7
1212654.6982434583,642476951701.0684,3123575786631.6084,1538511363650.0244,3.251876942313715e+24,9.221237317709601e+17,-8.946333516565894e+23,8
832001.9412562331,159394553000.13382,12128715891044.096,3501690156796.5986,2.01130516094063e+25,1.3815585481148288e+18,-1.0781352732927173e+25,9
1864873.5182605316,673366469657.5525,2262469348119.8296,1216667587133.7634,1.7735577662658913e+24,-6.232514240398534e+16,9.63960511767092e+23,0
511883.61723402684,243264716251.66943,10331116845.351408,4130775621.6571617,2.5179632791518945e+19,1410049617425595.5,-9.704210294164673e+18,1
1152813.362756825,8306135894.671348,35749305111119.28,563821797851.4855,2.5048913349624866e+24,-4.118466330248621e+16,3.648107884497166e+23,2
2386164.842414183,2054498117230.8828,19612907174444.617,1682500348358.6597,-5.805718855497068e+24,-1.2642583303727808e+18,7.727008411887762e+24,3
891612.3469175309,260389904780.35803,5141630755176.824,1576783256640.5342,4.489313887522591e+24,8.031671367888625e+17,-5.14056542362286e+22,4
683565.5796137201,288950895553.5671,7335655636786.174,4233415914634.1655,2.339598850040827e+25,1.8743461820993196e+18,-3.0310747494644725e+24,5
1676671.438399818,172120218356.2016,29041389013586.285,4402862979565.075,1.6066789852380636e+25,1.8262066176245437e+18,-4.712273489934247e+25,6
835111.4639024391,311105444976.91956,17624975893991.395,6861092602507.915,6.991895140198324e+25,3.807550784741081e+18,-2.8353309613293152e+25,7
1394104.469232921,965363010197.8878,1475552337236.9773,107047372914.12914,1.8389122166370662e+22,-4.439999672260112e+16,-3.836479125374022e+22,8
917694.1278218292,135052558270.83356,10248290166354.219,322967820748.74426,5.392468333444066e+23,8.358263987266294e+16,2.3336508684053832e+23,9
1155628.6843258766,603047535848.7094,1647171570090.9053,181570009355.03177,9.776063982997176e+22,1.4051608230935174e+17,-1.739905821084713e+22,8
1086751.502164327,625012010682.3354,374273328507.6633,19388963248.952126,-1.3017117729767157e+21,1.0960797749144678e+16,1.0166604374522361e+21,3
494946.80477284186,94623233188.018,1155555342617.7583,58997242089.11536,-8.780560071055826e+21,-1.4483807378299314e+16,1.2656827648119658e+22,4
726712.0680072696,273140791011.6281,12980577141641.645,5094247011857.071,3.8479452612703795e+25,2.5868723231481503e+18,-1.5342678419767988e+25,7
1044780.6987750323,722179760601.0537,2173266549644.729,2405637393078.555,5.500290874033e+24,2.0120673011094828e+18,-4.73463075854493e+22,8
1202202.186859855,155914887293.75864,13142296299949.707,2348644465192.9346,1.2373947950325977e+25,8.537348237142501e+17,-4.141197117799015e+24,6
1604311.5502870264,1218906676980.9858,19214915425916.137,3205149684661.8623,7.840278567016654e+24,2.937079523735058e+17,2.3899979964826404e+25,3
505003.2804532577,164324194687.83783,1587614518597.508,1004943243882.8608,1.2648523015009165e+24,4.019920554293981e+17,1.0688145888754693e+23,4
2437043.140123575,1109590827101.2024,632459341349.5471,268851344125.66467,-1.0813313088628685e+23,1.1161349347154867e+17,-2.4448259993473703e+22,0
1340684.124103149,194130314958.4077,13497036851285.236,88539404434.20984,7.538446638385718e+22,2.312058360357223e+16,-6.070593995684739e+22,9
1213743.2607200877,272973048556.58417,33849275243926.78,7723421200855.711,5.7239427657803156e+25,3.799161429414775e+18,-1.1098829727408915e+26,7
670315.1579613134,388440335312.7834,85002498339.12129,59565325743.13676,4.234899876832043e+21,3.610116673689912e+16,1.732163106642112e+20,1
1162247.7096189943,183366637055.16217,21771975974021.07,3173411864857.508,2.3747694616148463e+25,1.3260172644844086e+18,-1.148195879341011e+25,9
1421105.1968768032,905906021798.2533,4873614771855.075,1563202132760.3416,4.2848482950146615e+24,-1.005383477619794e+17,-5.064723299099912e+23,3
926084.91420691,533385348240.4408,2546756270602.245,579745005730.2491,6.786227285292153e+23,1.402027463787558e+17,-1.889941985237764e+23,8
835123.5813641696,157716462101.0239,8083930821700.183,255170701501.0719,8.291057541218033e+22,-2.5923873199166796e+16,-3.569844489334176e+23,4
791829.6690586298,295407886323.10046,14961987539128.062,5824749184987.54,5.032349093165592e+25,3.1214931494541097e+18,-2.0599505725332115e+25,7
1662929.173157541,1385823848003.1377,32312358522890.52,5994683225685.574,5.315213321459736e+25,3.2264949590308864e+18,6.431004960544689e+25,3
2304412.6474764664,1271635934454.323,1423948768347.214,1362546533926.3435,1.484798095529219e+24,3.780596286791849e+17,1.1821224465224425e+24,0
889959.403700553,69406733772.81873,6252363516957.993,716546926901.286,1.0056766062990678e+24,1.8562453676602582e+17,-1.1352889288523051e+24,9
481549.80346938776,208863680220.9406,83461992114.0388,59224333352.6246,4.157744830788374e+21,2.590404685238832e+16,-2.2532265736309037e+20,1
1280739.8462566421,273640815196.32013,49994831904302.195,4523830299946.543,6.775172111459444e+25,2.2241741927620603e+18,6.184202105427846e+24,4
701739.2106863856,288882960806.0826,8391196984980.195,4091349454949.483,2.2948255349973834e+25,1.7339536506877125e+18,-6.932124313189575e+24,5
705778.4472849327,142004330721.68558,7696380917676.684,851734027728.582,2.0785086978892593e+24,2.0246611989204243e+17,6.597935000682328e+23,4
1414506.1458164216,141398831966.88693,9670554951114.777,1397132654158.0454,2.88903897291556e+24,4.9154477442855e+17,-4.245791423386937e+24,6
1546576.1577906306,85132466439.85239,34721111541620.45,803772330244.4324,3.6305890984003593e+24,-2.292003840256259e+17,-2.2019764406668766e+24,2
2679857.3954971945,1379100514232.2715,76785356641.76193,605372949467.5588,1.0510960049984057e+23,-2.6951729243790678e+17,7.73768686901788e+22,0
1875798.7124622934,281162602796.1911,8963560154593.457,1267373720555.4673,-1.8232061167697193e+24,6.706434976091377e+17,-3.863036648831202e+24,6
1978249.0450518855,904602968973.7296,48348930115970.81,2593797718572.5317,1.6077278451358093e+25,4.5072041102689754e+17,-2.419163018387391e+25,2
755683.1153180946,465977847797.8781,232197570486.19946,29706756321.925564,-5.982528462750038e+20,-9710935778522574.0,-2.3936112572549893e+21,1
907926.7766451186,669345543332.4128,48082692136.16469,15702236749.289558,3.879299597635661e+20,8245807525072624.0,-1.888511598403639e+20,1
755219.4647860203,477501203023.916,259171641381.63367,26326997321.75553,-2.1736510323781833e+21,-1.81339280814577e+16,6.6950858291496485e+19,1
768419.1159670309,497191173574.02356,858764940930.6195,507384422553.19006,3.3442124734005813e+23,3.479952563337896e+17,-1.8296104191666128e+22,1
941288.1112525794,169754330257.53198,23853357605672.375,6075782636146.132,5.4165085244572605e+25,2.502381620451965e+18,-4.91545865584178e+25,7
2055695.75951587,527664188586.6703,69818868721385.25,2266445211601.012,1.2474938317152374e+25,4.041780766714425e+17,-2.5636347371836108e+25,2
606484.3451283467,73725558178.16649,5910572732782.747,423104595257.1775,6.179736258300204e+23,1.1168930592804581e+17,2.565031277351152e+23,4
1072998.1606950765,103062438257.03339,24698161039632.543,7108439924478.991,7.4755526587197165e+25,2.2759170751406254e+18,-5.7296738432222115e+25,7
1547708.1231878588,1375727237311.8647,25675822428618.195,13254589589860.238,2.3409458746416324e+26,1.0194203000561123e+19,-7.063278016212053e+25,5
1867428.3100491841,1313866541860.1301,23549763459641.285,2000040675661.4067,2.098905835004363e+24,-1.03830806705992e+18,-1.3564814670062863e+25,2
977376.2697692148,302746465679.40186,6187730792654.238,276842613093.0385,-5.4742071939815505e+22,-9.477404481835038e+16,3.5817995042400314e+23,9
642963.5320301345,79144539933.7068,5595073867577.295,211349031147.6098,1.122419226940943e+23,-6516201881667620.0,-2.0055610067156076e+23,4
1430619.0878284443,981996134710.758,24251458803806.664,8704614417151.881,1.1487895547179973e+26,5.198984357320344e+18,-5.289525518113606e+25,5
1272127.6123438699,580786300114.4375,10729687071037.64,328531581386.83575,-8.141278186088208e+22,-2.1778813123388205e+17,-6.114247424670626e+23,8
1075029.507225182,122515196986.11884,14166768039643.797,321803254855.5651,6.754749442578416e+23,5.808302589628463e+16,-1.2586652842894862e+23,4
1948095.5191118745,623225239654.9038,38018653693760.445,1498780601260.141,6.064090817444758e+24,9.146162650928253e+16,9.551287022253149e+24,2
1079204.216210592,233733284027.74295,11428455523266.902,284718658656.269,4.371164983717463e+23,-1123862224745000.0,2.696390142146625e+23,9
938704.1309361322,384541606440.3216,16209010597822.613,5993292203326.547,5.217081869011586e+25,3.702669448842188e+18,-2.7706002967395723e+25,7
2179184.2482907157,708649612502.2394,3156852158065.4834,1863227784358.3745,4.506713514625411e+24,-7.693564122069765e+17,3.306995535157978e+23,0
2538474.8115727734,1520928678484.6968,1713525853053.4338,372430245138.07684,-2.567069062680216e+23,-2.212364920360657e+17,-1.5039388418437936e+23,0
1052850.2878787876,495309928148.81006,22335703711499.613,8134176329902.929,1.0160745975686865e+26,5.705850683375827e+18,-4.1193668576165025e+25,7
642253.3085955313,122949624358.45888,2765853667076.084,1234590017257.8865,2.0909540527757826e+24,2.416871283694546e+17,-9.124869786514691e+23,5
710137.8089919332,461021590358.26624,53975744037.906815,41504612924.62359,1.9640933751514781e+21,2.762727356091943e+16,-3.811036377888876e+19,1
568968.7223482148,294932196938.4382,68116557212.543686,51843288861.22707,3.0799585722687087e+21,2.7831809869448216e+16,-7.249983132968914e+19,1
684260.3344384343,152727953812.06137,11415973002567.229,4121339781202.22,2.5166461932262803e+25,1.5068504334997606e+18,-1.2876295906534524e+25,7
1231311.6249045832,103330244968.4419,11364659224826.025,2009797925631.7585,1.213823231513398e+24,5.5753128071794624e+17,-9.528203643968201e+24,6
1442305.263753947,158934279777.03137,20924365693900.492,4821809427730.2295,4.28418679859197e+25,1.8857810517665083e+18,-2.259044352122179e+25,6
1717670.5882735453,33617068184.037415,19539112885545.758,2788411623755.02,-8.461677538652082e+24,3.213624555648857e+17,-1.876217141891231e+25,6
1595240.7316094374,1194403728285.4644,2744965752913.405,650171109602.2495,7.467914199436746e+23,6.009666378295334e+17,-4.4354738619148714e+23,8
1490314.6192500838,707584249815.983,26581939671559.145,1373405817402.493,-8.107941155229995e+24,-1.0154128181134223e+18,1.7674485404861161e+24,2
1657952.6985122303,1209408908790.218,20117209065101.086,1705417497733.0186,-7.036088270728102e+24,-1.530579964414415e+18,7.090643393578067e+24,2
770787.121606676,241825725228.18756,9473291959592.508,2956837119389.305,1.425805275242719e+25,1.3961523643405558e+18,-6.450173722867768e+24,7
1044573.2538748872,391092078798.2766,20165913760734.75,6644395640317.742,6.814516058320174e+25,4.1458647936750075e+18,-3.5660067173364354e+25,7
1069356.6492318946,72486332333.4032,9203803091657.008,464509782370.0896,7.422022286635811e+23,1.107195267484018e+17,6.095942351571368e+23,4
2495840.620416579,1295176140351.0217,352012488631.9861,1493945213754.3103,-9.311979052074273e+23,1.5457687482120305e+18,-5.537002094974958e+23,0
2110006.2114742016,545614713856.73004,58828091294349.94,785271640200.8479,-1.7787234897761524e+24,5.466291599315219e+17,-5.032196068613088e+24,2
735126.9284251431,231063436878.18723,10327341261512.307,3244554817567.1426,1.7912902499563355e+25,1.5466574261968755e+18,5.645108200697322e+24,4
1612038.7819241448,880655503761.061,7105012358435.812,865575123631.4165,-2.0850431586953013e+24,-8.052481819662574e+17,5.101385716107318e+23,2
496398.35349591105,228305158735.70648,72139547511.01588,7941781804.284719,-1.8969163712741946e+20,-3787701431419423.0,-1.232951226209865e+19,1
1684151.230313995,981000490498.6396,48806038091094.69,4129754710697.826,-2.9915937549443297e+24,-2.400210504834126e+18,-5.855406915829819e+25,8
722853.3390587769,140695686119.3634,7111142812707.479,998934010078.7919,2.603414540837833e+24,3.5195171965988717e+17,-5.573675222497967e+23,9
1159027.1160052184,214788888019.075,10278073907597.363,2270866611572.505,9.002563677299255e+24,1.04738279024417e+18,-6.270173485569533e+24,6
742330.1469202195,496088888765.8918,171385531126.6543,65928696419.325485,6.493495579437878e+21,3.1293554166251456e+16,2.6358387791214275e+21,1
2737031.4580834275,1758744863466.8477,5632691119950.55,743203062007.925,-6.62877407134521e+23,9.851936216327785e+17,-1.3685257807071399e+24,0
743727.4492267761,269688606253.0656,8659465566986.476,4164712774591.471,2.429490314945712e+25,1.5354063765410524e+18,-5.940114581902367e+24,5
982099.0509608024,206655555130.35443,16544673187172.88,865979031706.4365,2.0055779305882527e+24,-4.745243712024499e+16,2.5926842249587784e+24,9
1627258.8400079473,79633765540.33595,11767287255105.932,2899260353506.91,-1.8066738683042886e+24,8.180766392097898e+17,-1.6837718424611591e+25,6
779388.7403481159,175306574051.91968,10255584681576.162,3551779575754.5376,2.0139934099918522e+25,1.486827390460089e+18,-7.341439279823487e+24,9
1682902.2105296282,1354220183501.1204,32304036347644.01,5691357002560.586,5.043413539841287e+24,-1.946672635452322e+18,-7.700566630026331e+25,8
2499162.398598096,1107891289789.3184,1648380959586.9717,554441324257.8926,-2.3253919838565964e+23,5.7290432769822656e+17,-4.7631134748316186e+23,0
1591389.5985604245,1273489306391.847,17791825688114.24,3357835608177.416,1.939189347462619e+25,2.349305007679694e+18,1.7249620039987685e+25,3
2475877.2120683203,1310548712939.3972,7557481114115.715,5100664107144.785,7.315956648693609e+24,1.181963916777295e+18,-3.0811943907736464e+25,0
1689714.2806883121,1256782874042.4714,3208243754212.838,342843183942.041,1.0895422983714762e+23,-1.152604574299867e+17,3.426597371917439e+23,8
1808587.0907591623,900201948849.3667,21791407576705.098,3489728749880.14,2.2702675242515205e+25,2.16740597568207e+18,2.0265578785532287e+25,3
768001.6901160909,193467386053.38733,7735891987782.439,1101409362484.2676,3.162785052307125e+24,3.583353693226514e+17,5.7696654253900874e+23,9
1352391.2375969582,147904153353.9427,8942337262168.367,1658666877124.5981,3.7034641488041935e+23,6.017669034100074e+17,-6.377246252501921e+24,6
1394702.8594753456,1040207730310.0378,5220824676254.015,4571095546603.204,2.227591324066394e+25,3.264133386339486e+18,1.561567303052952e+24,3
2174530.1900342656,831918159498.0482,502743918910.41473,520634690516.104,-1.9310467707855025e+23,-4.695396741059155e+17,-1.834654188462512e+23,0
628046.8209899063,354854553783.3003,387605626341.75214,258994799443.07874,8.165788427401164e+22,1.4369461895339232e+17,-8.113956973036024e+21,1
1951984.7892698157,746919626694.2913,38745954973589.84,2148611751214.3416,1.8910027968650557e+25,1.496427246565523e+18,5.170806002588549e+24,2
2278323.510285105,1194994209499.1704,26773848522615.58,13021721000867.355,5.475711732942506e+25,-3.5308102072991406e+18,-2.3689479627772717e+26,3
870213.8790830155,24099182825.774338,23055479463669.156,301998694732.31885,7.740130605157465e+23,7098774546230094.0,1.8954323206990796e+23,4
2132191.8623306523,118878762552.34698,28477505438555.484,1017302254375.0751,4.8257615618938583e+24,2.4847904301586672e+17,-2.5871662458585426e+24,5
1823765.6188253597,50545758462.97363,35992643003848.68,6254641349388.14,-8.431276065425865e+25,-1.0346972892494776e+18,-4.120941618102926e+25,6
832977.7385648565,263960852935.67578,16101163227848.625,2926233185854.3345,6.094352257279489e+24,5.4403973911788384e+17,-1.913905954426768e+25,7
1548019.5724672494,728263624690.4243,272451606267.3755,1133950507393.4888,5.6361516560333145e+23,5.215698766141519e+17,2.8212594453698916e+23,0
478884.4316340431,196617085777.0258,35331709384.00775,4223586704.41032,-5.154190537296103e+19,1367136366404011.5,2.3317682646764995e+18,1
2099977.2397965477,1084264091139.7675,47831925761542.8,4407738060817.778,2.0784089187138205e+23,-3.722333628067732e+18,6.400004947211634e+25,2
2014882.2097904305,1219202513426.572,58339241013243.05,16299519735843.604,4.174335814328684e+26,2.3217725911650744e+18,-2.799631515876219e+26,3
918122.360269487,82069295306.51865,16793462624998.004,562878000062.8567,1.0381712522963354e+24,1.4167349551578867e+17,-1.3845958346431628e+24,4
1438266.9632967985,330462789236.34827,11181517233311.457,1173174884197.4824,2.423922992578879e+24,2276538433112256.0,-3.489877446706754e+24,5
1432703.9354341826,177460042237.4975,16314215843062.625,7078771059863.6455,4.237236672286686e+25,-3.134416472256496e+17,-6.3177529832466485e+25,6
556520.4105466594,153724745741.36133,4669554028709.703,1188297270015.2559,1.9373129380396582e+24,2.026002399133194e+17,-2.020403350124037e+24,7
1268631.049497148,296058219630.98267,6779076560216.252,877408854174.0239,-1.7495367187489954e+24,4.5841031116733094e+17,1.2321460250176523e+24,8
727456.7883370477,143321338863.78476,4765607860669.268,907620702284.0785,1.8056329059436272e+24,3.237980861053197e+17,-5.5028928424003224e+23,9
1408948.0125495377,362528371186.81134,691335139992.2617,435700590154.57245,-2.129020172910415e+23,-7.983149021120966e+16,1.088756457324003e+23,0
592524.0953879941,331791299062.1467,20652309984.944748,2512589801.9315567,-1.0939039878222567e+19,-997466139257329.2,-1.4419760795963798e+19,1
2022332.1188464246,714774218105.9075,73849545451751.42,2712260008395.5513,2.4766998979372975e+25,3.745331779359402e+17,2.9326906138312055e+25,2
1759614.5233394445,927907768663.478,6576010606056.451,4821979899385.079,2.5837046705495375e+24,-9.32706572967368e+17,-2.7029892004212356e+25,3
811666.8667210989,111130390897.39267,13118896642625.45,175147768702.51404,-2.4806368615258874e+23,-4.061138133424845e+16,-9.461368904253406e+22,4
977497.5828756758,102213395885.45813,3203483114310.4688,13097668790.440536,-1.6216171128324738e+21,-743547524339115.0,-2.1373430786667567e+21,5
1257964.4092067832,193731597423.25827,21058861799524.906,5298029497150.9,2.601855015694734e+25,2.987594780046239e+17,-4.954512692278491e+25,6
741459.8917955499,97002991630.55176,11774671207321.09,1951287571211.3232,3.806036333377019e+24,4.821873873963795e+16,-8.543703109216902e+24,7
1078215.5090678704,258468752317.07635,5119059562338.089,828138100701.6616,-2.6908686108024305e+23,4.207583837122882e+17,-1.6837309909229e+24,8
944421.9417203978,350059750842.9021,8354301075992.652,672228007935.2537,-1.5505616413421545e+23,-2.0697923186666458e+17,-1.5854880703759814e+24,5
759897.245792842,117438043025.40695,8599203820860.678,392346499046.01953,6.255303024541086e+23,1.1829601759191251e+17,-3.578697419988824e+23,4
1129376.1325739017,52798251547.53744,30691865668624.31,4262934963687.226,4.4945583915317855e+25,7.769090723757347e+17,1.8909061713275676e+25,8
885044.948580636,209111862012.1056,10066269892467.016,2765945565108.5474,1.1560531828904567e+25,1.0704854674047137e+18,-8.908638564598977e+24,7
687781.2064390146,63366434565.22518,5810547276619.084,45685672431.1722,-1.6362655607070095e+22,-1.0954155151415062e+16,-1.6921107878932816e+22,4
1333012.42142484,285327289282.1807,68442655037406.72,7194534187417.279,-1.2032291197923379e+26,-3.201615290478224e+18,-1.0493019538540796e+26,7
774902.9801069046,214579334569.72482,12554055851494.127,1904487512086.3003,-1.2575947098571182e+24,-3.177447205807364e+17,-9.227041282884242e+24,7
1514616.655353662,911693162605.0964,805453241570.0099,1910848711493.2808,1.966535807257054e+24,1.2798287061939753e+18,1.3238262811846622e+24,3
564204.8993200525,107847083351.1173,2998342430389.9697,1019077760560.8452,1.4837574781409504e+24,2.967662363879381e+17,-9.857513942066442e+23,9
1113359.841609762,130428357698.28006,22748587565860.363,2318622542859.216,1.4963729083616442e+25,3.824583125689751e+17,7.723119263084447e+24,8
955137.1188271604,126474449928.35052,8843829796653.012,497061392299.16223,5.882807828770905e+23,9.6834253349594e+16,8.602484327866478e+23,8
1255175.7364517523,559681966173.1075,873739234498.6792,380303379119.4238,1.33581494971871e+20,2.844664962890542e+17,-2.19222999005309e+23,3
480103.74674799736,211798280032.94342,86661197973.85614,9541554730.250135,-2.722483686096843e+20,-4377815686095932.0,-3.4077290885379473e+19,1
1224168.7128293393,153087241322.12183,2333229945621.3867,67944068801.0283,-2.700141090942231e+22,2.6055621802274004e+16,-1.660468285200304e+21,5
1260890.6125853478,226299958221.3506,22076792868355.332,3729598467628.314,3.3182368086611436e+25,4.918039475944608e+17,6.651183519729968e+24,8
2306420.8576741526,1491964969399.5928,96326665055637.86,7416971942447.272,1.7964480792793194e+26,5.631772548172175e+18,8.384992074757256e+25,2
796718.8512045868,204078721027.28854,14747417353846.082,2648554929550.8525,1.092312695955119e+25,8.812265479656159e+17,-1.243706067320043e+25,7
1430718.6369325295,75720100592.88992,29949695110156.617,1256458347769.4956,-7.670076918813522e+24,-1.967473156580595e+16,-7.594690082607722e+23,4
989932.6846050738,310166203127.6001,14012904658549.367,449035618463.2317,-9.284559025617778e+23,-8.837425740813194e+16,-6.377331181036189e+23,2
402338.1353576002,153421766559.21274,41541318781.0027,29530043583.73524,1.0308773394093345e+21,1.030531220042015e+16,8.377285429519512e+19,1
976529.6345948951,356964919782.2822,8720285868779.988,1778759947601.288,6.824117209556841e+24,9.362365594530259e+17,-1.5839697061166663e+24,5
